"s001" "s002" "s003" "s005" "s006" "s007" "s008" "s009" "s011" "s012" "s014" "s015" "s017" "s018" "s019" "s020" "s021" "s022" "s023" "s024" "s025" "s027" "s028" "s029" "s030" "s032" "s033" "s034" "s036" "s037" "s040" "s041" "s042" "s044" "s046" "s047" "s049" "s050" "s053" "s054" "s055" "s056" "s072" "s077" "s083" "s085" "s086" "s087" "s088" "s089" "s091" "s093" "s094" "s097" "s098" "s099" "s100" "s103" "s104" "s105" "s106" "s107" "s108" "s109" "s110" "s111" "s112" "s115" "s116" "s119" "s120" "s122" "s123" "s125" "s126" "s128" "s129" "s130" "s132" "s133" "s134" "s135" "s137" "s138" "s140" "s151" "s162" "s166" "s168" "s169" "s170" "s171" "s172" "s173" "s174" "s175" "s176" "s177" "s178" "s179" "s182" "s183" "s184" "s185" "s187" "s188" "s189" "s190" "s192" "s193" "s196" "s197" "s198" "s199" "s201" "s202" "s204" "s205" "s207" "s208" "s209" "s210" "s211" "s214" "s215" "s216" "s218" "s219" "s220" "s221" "s225" "s227" "s228" "s229" "s230" "s231" "s232" "s233" "s234" "s236" "s240" "s241"
"cpd00082" 17568 12807 17095 12118 25898 20920 16412 25984 31338 20962 27444 14784 12621 11143 13936 11960 14242 18365 13126 10984 9265 10956 10604 12359 16459 13572 23765 11224 10227 12996 11814 8716 14999 24974 18659 24916 11742 15567 23861 15626 20443 20889 44741 15070 18039 19213 17041 10333 16875 19575 21122 16974 12111 9910 15404 12324 17120 12880 11237 10172 11922 15759 7432 11559 9639 13704 16974 14653 13100 14471 10306 23603 16610 13515 14543 17615 13287 11959 12367 19676 19622 15139 14766 16675 12800 12797 17562 20413 13036 14393 15781 12170 10905 12793 24411 24649 14543 13713 17068 17512 27992 11104 16140 12727 22363 22327 22756 13457 13594 22304 17295 18884 19783 16099 24033 21202 18254 18425 23104 22616 27606 23712 19956 24556 24692 26400 22956 21044 26496 21227 14640 16739 14957 21385 19764 28849 18472 16471 25293 22818 14579 20175
"cpd00099" 26648 26527 26392 14808 28655 29997 31546 37143 46595 29545 38796 23309 20293 13068 15273 18012 20287 22844 19111 16886 14656 16035 17222 19332 24659 14710 26966 17296 15275 16458 15835 13263 20880 34368 18689 25111 12131 15871 24115 15799 32432 21275 64347 24446 29399 28294 24575 17521 28377 28779 28278 25199 17410 14108 19799 18712 25614 17846 18324 16378 18545 23149 13339 15392 12460 17156 23382 19233 19000 21395 15961 30136 21406 20901 14697 17729 18372 12110 12516 19840 19689 15277 15033 16944 18556 23093 24854 29052 17825 21960 24282 17484 17587 18668 27920 32854 19961 18633 28673 55406 39952 17802 24860 20361 30785 31846 29939 20038 22507 34111 26303 24370 27616 19436 34381 26431 25801 28161 33683 28492 42469 30598 30303 32241 27791 34459 30139 25270 39436 31834 24252 16885 15068 21637 20122 29129 18852 16654 25547 38016 22598 29600
"cpd00107" 886 652 1184 1832 5805 3615 432 3377 2138 398 3650 1312 2006 1446 3013 1543 114 2864 1604 954 970 1378 661 1122 2767 2871 4483 1779 1756 1282 1410 400 313 4514 4179 3908 1924 1602 2922 1633 2496 1040 7570 1776 2836 2567 2885 900 1002 3059 151 1745 1417 69 1581 834 1685 2018 1468 1836 1596 1777 736 1268 549 1232 1226 885 2122 1742 1206 2665 1213 846 1030 650 1670 1380 1226 604 1808 1211 576 1506 1497 1263 3370 1291 1508 1496 957 1599 197 1941 97 992 1034 227 1124 354 3706 562 1792 1413 1330 1162 870 1310 1186 966 1553 1116 1880 48 450 265 418 843 1191 153 960 892 1324 2372 46 398 3386 44 3026 2295 994 249 1191 554 1069 2435 1102 1515 2516 1919 1535 2003
"cpd00116" 16425 11377 16845 10727 24891 20718 14500 25468 30878 16975 27203 13939 12494 9801 13395 11721 12109 16337 12858 10723 8783 10874 10094 11524 16329 13029 22393 11026 10119 12371 11660 7750 12220 24674 17893 24480 11543 14626 23536 15416 19475 20100 43805 14639 17821 18906 16827 9584 16208 19276 14711 16057 11498 8630 15294 11990 15744 12630 10801 10092 11790 15480 7122 11361 8724 13607 16542 12667 12912 14232 10158 23187 16514 11921 13685 15630 13133 11644 11472 17603 19503 14408 14089 15194 12393 12136 17368 18246 12895 14197 15001 11872 9555 12557 20005 21420 13331 11108 15704 16735 27304 10459 16031 12647 20372 19799 19200 13339 12757 18514 16841 16989 17459 14480 22422 19730 14000 16073 22288 20007 26236 18993 18118 24319 18072 22565 22672 16003 25492 20483 13607 12917 13262 17304 17145 28327 18281 15444 24780 20829 14402 19884
"cpd00119" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"cpd00122" 5275 2025 3377 3124 5847 2211 2206 3508 1517 5584 2892 3118 1548 3133 3106 1286 1708 4545 1848 2138 2175 1325 2530 2763 1658 2931 5184 1359 1158 4202 1582 2375 3973 2632 3572 2918 1382 2655 3166 2033 4104 5644 6243 3726 2430 2281 1968 3864 4564 2086 9339 3933 3810 2792 1885 2230 5142 1380 1556 1323 1512 2693 1645 2050 2803 1539 2748 3824 1379 2744 1879 3986 2154 6082 3077 2541 1961 1345 1738 1347 2147 2480 2910 4126 1663 2438 2202 7871 2114 1312 4161 1829 3538 1913 17375 9497 4407 5211 6016 2106 3347 2371 2214 1653 6746 6843 7324 1752 3321 5963 3919 4925 4881 742 11185 3308 8448 7033 6937 10373 11177 11358 3651 2835 8640 6831 3591 7938 5092 3340 3605 7396 5144 4955 3717 2577 2722 2481 2092 7544 2517 2590
"cpd00129" 5527 1875 4846 1922 2353 4811 9346 8316 12084 3810 3767 6053 4681 1441 1110 4452 3503 2991 4515 3960 2904 1530 5599 5457 4807 942 2629 4970 3179 2119 2029 1176 2476 5123 24 126 189 172 107 47 5214 181 11310 5603 4696 8042 5219 5236 9049 4830 1097 6434 3281 750 960 2353 4978 2898 3294 1682 3101 4816 2345 1476 1879 1415 2931 3178 3398 2523 2905 2620 1370 5708 98 77 2487 101 87 107 11 15 102 215 5060 7240 2388 5002 2107 6336 6087 2394 3871 2940 467 5756 4350 1429 10555 732 9331 4717 2826 2657 6097 8104 2974 2067 5939 5085 4482 3436 2430 1990 1348 3653 4900 8170 7981 1784 2408 3648 2550 1820 814 3465 3357 606 8518 1975 6622 35 39 98 162 144 56 95 154 12369 2243 2887
"cpd00132" 886 652 1184 1540 5774 3599 432 3358 2138 398 3650 1312 2006 1274 3013 1543 114 2459 1604 954 970 1378 661 1122 2767 2856 4404 1779 1756 1282 1410 400 313 4498 4179 3908 1924 1602 2922 1633 2496 1040 7512 1776 2836 2567 2873 900 1002 3050 151 1745 1417 69 1581 834 1685 2000 1468 1836 1596 1777 736 1268 549 1232 1226 885 2106 1742 1206 2665 1213 846 1030 650 1670 1380 1226 604 1808 1211 576 1506 1497 1263 3370 1291 1508 1496 957 1599 197 1941 97 992 1034 227 1124 354 3706 562 1792 1413 1330 1162 870 1310 1186 966 1553 1116 1880 48 450 265 418 843 1191 153 960 892 1324 2372 46 398 3386 44 3026 2295 994 249 1191 554 1069 2435 1102 1515 2516 1919 1535 2003
"cpd00149" 26648 26527 26392 14808 28655 29997 31546 37143 46595 29545 38796 23309 20293 13068 15273 18012 20287 22844 19111 16886 14656 16035 17222 19332 24659 14710 26966 17296 15275 16458 15835 13263 20880 34368 18689 25111 12131 15871 24115 15799 32432 21275 64347 24446 29399 28294 24575 17521 28377 28779 28278 25199 17410 14108 19799 18712 25614 17846 18324 16378 18545 23149 13339 15392 12460 17156 23382 19233 19000 21395 15961 30136 21406 20901 14697 17729 18372 12110 12516 19840 19689 15277 15033 16944 18556 23093 24854 29052 17825 21960 24282 17484 17587 18668 27920 32854 19961 18633 28673 55406 39952 17802 24860 20361 30785 31846 29939 20038 22507 34111 26303 24370 27616 19436 34381 26431 25801 28161 33683 28492 42469 30598 30303 32241 27791 34459 30139 25270 39436 31834 24252 16885 15068 21637 20122 29129 18852 16654 25547 38016 22598 29600
"cpd00156" 886 652 1184 1832 5805 3615 432 3377 2138 398 3650 1312 2006 1446 3013 1543 114 2864 1604 954 970 1378 661 1122 2767 2871 4483 1779 1756 1282 1410 400 313 4514 4179 3908 1924 1602 2922 1633 2496 1040 7570 1776 2836 2567 2885 900 1002 3059 151 1745 1417 69 1581 834 1685 2018 1468 1836 1596 1777 736 1268 549 1232 1226 885 2122 1742 1206 2665 1213 846 1030 650 1670 1380 1226 604 1808 1211 576 1506 1497 1263 3370 1291 1508 1496 957 1599 197 1941 97 992 1034 227 1124 354 3706 562 1792 1413 1330 1162 870 1310 1186 966 1553 1116 1880 48 450 265 418 843 1191 153 960 892 1324 2372 46 398 3386 44 3026 2295 994 249 1191 554 1069 2435 1102 1515 2516 1919 1535 2003
"cpd00159" 10147 19788 10553 3983 3373 9601 27845 12448 17958 17902 12823 9800 8152 2998 1677 6658 18108 6526 6685 6710 6380 5714 7717 8225 8646 1419 3493 6715 5343 4655 4663 7884 14047 10051 389 850 1212 2241 1719 1383 14525 2128 21890 10591 12213 10081 7973 8434 12441 10137 17302 9907 6241 7809 4905 7271 10450 5504 7938 6406 6900 7896 6622 4213 5005 3944 7601 8016 6319 7897 6611 7532 5418 9019 1655 8972 5347 659 2385 14214 1026 3895 1359 1340 6523 11373 7877 11460 5364 8308 10347 6663 9011 6292 9458 12890 6891 11528 13401 49475 13655 9575 9034 8100 12690 12257 16139 7185 10280 22101 9918 12557 11084 18440 15742 18703 10953 12044 12159 15398 21033 11189 17140 8779 13507 16943 9479 12752 16408 14809 12490 7263 2107 11187 6035 1648 1638 2449 1461 17633 9457 10600
"cpd00161" 0 0 0 292 31 16 0 19 0 0 0 0 0 172 0 0 0 405 0 0 0 0 0 0 0 15 79 0 0 0 0 0 0 16 0 0 0 0 0 0 0 0 58 0 0 0 12 0 0 9 0 0 0 0 0 0 0 18 0 0 0 0 0 0 0 0 0 0 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"cpd00179" 7237 2483 6642 2736 5230 5627 9417 9829 12494 5314 5302 6766 5077 2266 2591 4915 3750 4003 5317 4778 3617 2288 6252 5987 5254 2340 3839 5252 3501 4660 2840 2101 3343 6024 1359 1846 812 826 2308 1396 6704 1998 14150 7631 5971 8810 6112 5782 11191 5660 4826 7417 4380 2497 2148 3538 5884 3479 3909 2407 3850 6267 2569 2758 2220 2405 4339 4029 4038 4227 3765 5210 2741 6560 896 513 3560 775 844 553 1580 1068 1166 1456 5768 7854 3526 6090 3485 6591 7390 3322 4885 3810 12505 9626 5501 4731 11424 1120 10176 5408 4240 3639 7077 9119 5612 3248 6611 6900 5900 3912 3483 2061 8129 4400 6149 9162 11124 8892 7956 6151 3669 3641 3099 6058 5186 5163 10313 3523 7101 5746 993 2761 1374 1552 2027 1124 1227 13317 3955 4513
"cpd00205" 26648 26527 26392 14808 28655 29997 31546 37143 46595 29545 38796 23309 20293 13068 15273 18012 20287 22844 19111 16886 14656 16035 17222 19332 24659 14710 26966 17296 15275 16458 15835 13263 20880 34368 18689 25111 12131 15871 24115 15799 32432 21275 64347 24446 29399 28294 24575 17521 28377 28779 28278 25199 17410 14108 19799 18712 25614 17846 18324 16378 18545 23149 13339 15392 12460 17156 23382 19233 19000 21395 15961 30136 21406 20901 14697 17729 18372 12110 12516 19840 19689 15277 15033 16944 18556 23093 24854 29052 17825 21960 24282 17484 17587 18668 27920 32854 19961 18633 28673 55406 39952 17802 24860 20361 30785 31846 29939 20038 22507 34111 26303 24370 27616 19436 34381 26431 25801 28161 33683 28492 42469 30598 30303 32241 27791 34459 30139 25270 39436 31834 24252 16885 15068 21637 20122 29129 18852 16654 25547 38016 22598 29600
"cpd00208" 9656 3152 7332 5031 8180 6535 10515 10940 12892 7023 6030 8022 5407 4515 4198 5415 4165 7604 5884 5303 4075 2593 7072 7108 5627 3853 7736 5668 3884 5639 3277 3031 4973 7075 3585 2953 1512 2429 3225 2024 7781 5508 16193 8484 6593 9434 6671 8204 12799 6308 9219 8449 6022 3047 2639 4195 8689 3943 4360 2798 4276 6984 3227 3369 3938 2761 5146 5629 4530 5038 4097 6331 3203 10249 2795 2012 4164 1406 1513 1190 2158 2248 2578 3281 6383 8666 4216 10963 3984 6933 8732 3739 6677 4378 17376 12995 7149 5438 14448 2443 11120 6125 4820 3957 11094 12577 8531 3611 7978 8845 7113 7418 4256 2174 11566 5423 8808 12249 13640 10801 12325 10812 4518 4407 8327 7936 5970 7723 11356 4254 8447 7261 4365 4431 3135 2604 2727 2132 2089 16408 4537 5125
"cpd00216" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"cpd00220" 4211 12223 5277 712 476 4732 6367 3627 3821 5683 8220 3161 3793 522 295 1874 3048 1473 1900 2679 3293 3816 1845 2155 4209 243 679 1720 2311 1751 2310 3721 4058 4882 6 88 226 132 147 126 7937 268 9568 4463 7148 1895 2794 2494 3019 4934 6840 3189 2808 3674 3631 4397 4443 2310 4125 4727 3855 3057 4185 2506 1202 2221 3971 1871 2722 4606 3397 4169 3737 2373 56 57 2869 50 87 57 56 138 192 103 969 3780 5224 4486 2903 1917 3671 3312 3372 3376 3287 3518 1843 4227 2465 37346 3970 2863 6105 5322 3011 2287 5040 4714 3806 8234 5771 2528 6775 1750 9775 2869 3779 2805 3817 5111 13504 4354 9102 6075 2655 5755 4732 4006 6195 9456 4039 111 72 191 224 157 324 88 100 5169 5979 6853
"cpd00232" 1991 755 2216 1254 3529 1127 161 1928 537 1842 1903 929 549 1260 1829 616 324 1793 1034 1048 886 939 854 713 588 1709 1561 380 403 3072 1045 1121 1037 1178 1602 2235 799 821 2664 1689 1874 2351 3622 2513 1627 1018 1167 672 2716 1114 3959 1233 1338 1819 1478 1460 1068 766 771 942 940 1779 328 1615 426 1210 1718 1049 877 2285 1072 3138 1712 1051 958 516 1361 815 905 542 1930 1229 1276 1558 939 863 1426 1335 1689 367 1669 1170 1295 1103 13389 4599 1412 3453 1147 457 1071 881 1797 1199 1181 1372 3038 1411 870 2133 1856 594 1298 109 8143 971 1470 1207 3997 8169 7266 2888 1466 2243 2477 2904 2251 4849 2170 1895 627 6156 1151 3001 1425 1704 2482 1229 1373 1339 2075 2014
"cpd00239" 26648 26527 26392 14808 28655 29997 31546 37143 46595 29545 38796 23309 20293 13068 15273 18012 20287 22844 19111 16886 14656 16035 17222 19332 24659 14710 26966 17296 15275 16458 15835 13263 20880 34368 18689 25111 12131 15871 24115 15799 32432 21275 64347 24446 29399 28294 24575 17521 28377 28779 28278 25199 17410 14108 19799 18712 25614 17846 18324 16378 18545 23149 13339 15392 12460 17156 23382 19233 19000 21395 15961 30136 21406 20901 14697 17729 18372 12110 12516 19840 19689 15277 15033 16944 18556 23093 24854 29052 17825 21960 24282 17484 17587 18668 27920 32854 19961 18633 28673 55406 39952 17802 24860 20361 30785 31846 29939 20038 22507 34111 26303 24370 27616 19436 34381 26431 25801 28161 33683 28492 42469 30598 30303 32241 27791 34459 30139 25270 39436 31834 24252 16885 15068 21637 20122 29129 18852 16654 25547 38016 22598 29600
"cpd00244" 26648 26527 26392 14808 28655 29997 31546 37143 46595 29545 38796 23309 20293 13068 15273 18012 20287 22844 19111 16886 14656 16035 17222 19332 24659 14710 26966 17296 15275 16458 15835 13263 20880 34368 18689 25111 12131 15871 24115 15799 32432 21275 64347 24446 29399 28294 24575 17521 28377 28779 28278 25199 17410 14108 19799 18712 25614 17846 18324 16378 18545 23149 13339 15392 12460 17156 23382 19233 19000 21395 15961 30136 21406 20901 14697 17729 18372 12110 12516 19840 19689 15277 15033 16944 18556 23093 24854 29052 17825 21960 24282 17484 17587 18668 27920 32854 19961 18633 28673 55406 39952 17802 24860 20361 30785 31846 29939 20038 22507 34111 26303 24370 27616 19436 34381 26431 25801 28161 33683 28492 42469 30598 30303 32241 27791 34459 30139 25270 39436 31834 24252 16885 15068 21637 20122 29129 18852 16654 25547 38016 22598 29600
"cpd00254" 26648 26527 26392 14808 28655 29997 31546 37143 46595 29545 38796 23309 20293 13068 15273 18012 20287 22844 19111 16886 14656 16035 17222 19332 24659 14710 26966 17296 15275 16458 15835 13263 20880 34368 18689 25111 12131 15871 24115 15799 32432 21275 64347 24446 29399 28294 24575 17521 28377 28779 28278 25199 17410 14108 19799 18712 25614 17846 18324 16378 18545 23149 13339 15392 12460 17156 23382 19233 19000 21395 15961 30136 21406 20901 14697 17729 18372 12110 12516 19840 19689 15277 15033 16944 18556 23093 24854 29052 17825 21960 24282 17484 17587 18668 27920 32854 19961 18633 28673 55406 39952 17802 24860 20361 30785 31846 29939 20038 22507 34111 26303 24370 27616 19436 34381 26431 25801 28161 33683 28492 42469 30598 30303 32241 27791 34459 30139 25270 39436 31834 24252 16885 15068 21637 20122 29129 18852 16654 25547 38016 22598 29600
"cpd00305" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"cpd00322" 0 0 0 292 31 16 0 19 0 0 0 0 0 172 0 0 0 405 0 0 0 0 0 0 0 15 79 0 0 0 0 0 0 16 0 0 0 0 0 0 0 0 58 0 0 0 12 0 0 9 0 0 0 0 0 0 0 18 0 0 0 0 0 0 0 0 0 0 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"cpd00382" 2337 772 2278 1960 4139 1149 254 2072 593 1796 1996 1021 617 2011 2185 692 376 2827 1109 1094 966 985 912 831 648 2089 2771 451 453 3077 1090 1163 1077 1237 2213 2353 894 1014 2761 1681 1900 2534 3838 2446 1653 1105 1208 852 2820 1190 4725 1305 1430 1777 1538 1722 1438 802 801 970 998 1902 425 1676 640 1256 2038 1195 900 2282 1058 3222 1716 1562 1160 685 1439 974 991 586 1969 1325 1378 1715 1104 927 1472 1973 1725 426 1755 1204 1744 1240 13965 4962 1538 3441 1432 657 1261 930 1831 1211 1656 1706 3102 1456 992 2178 2129 1252 1389 109 8795 1046 1767 1435 4398 8190 7551 3703 1533 2277 3312 2946 2292 5288 2195 2014 700 5868 1727 2972 1733 1978 2525 1349 1474 1561 2091 2039
"cpd00644" 0 0 0 28 3 0 0 0 0 0 0 0 0 25 3 0 0 34 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"cpd00971" 26648 26527 26392 14808 28655 29997 31546 37143 46595 29545 38796 23309 20293 13068 15273 18012 20287 22844 19111 16886 14656 16035 17222 19332 24659 14710 26966 17296 15275 16458 15835 13263 20880 34368 18689 25111 12131 15871 24115 15799 32432 21275 64347 24446 29399 28294 24575 17521 28377 28779 28278 25199 17410 14108 19799 18712 25614 17846 18324 16378 18545 23149 13339 15392 12460 17156 23382 19233 19000 21395 15961 30136 21406 20901 14697 17729 18372 12110 12516 19840 19689 15277 15033 16944 18556 23093 24854 29052 17825 21960 24282 17484 17587 18668 27920 32854 19961 18633 28673 55406 39952 17802 24860 20361 30785 31846 29939 20038 22507 34111 26303 24370 27616 19436 34381 26431 25801 28161 33683 28492 42469 30598 30303 32241 27791 34459 30139 25270 39436 31834 24252 16885 15068 21637 20122 29129 18852 16654 25547 38016 22598 29600
"cpd01020" 2159 3322 993 2608 1720 758 1869 988 776 3651 1326 1345 303 2623 1006 456 809 3768 462 579 609 630 846 1357 422 932 2937 507 416 1103 564 1685 2988 1063 1671 667 865 1990 1335 1132 1617 3440 1715 983 625 658 363 2800 1138 724 4326 1186 1649 1504 526 848 2803 547 565 248 201 355 852 391 3091 460 1169 2257 357 653 779 979 577 4119 2105 2312 302 464 1412 771 955 3495 1725 1763 379 819 767 5348 494 414 1518 1082 1655 318 2817 3430 1857 1930 3246 11357 1368 722 365 360 6393 3763 4066 492 1621 3473 827 3697 2026 440 4637 1247 3755 3892 1678 5373 5627 5606 2696 1024 5623 3012 2212 2758 2226 3662 3329 1287 3798 2871 2660 1207 1079 1664 824 3699 1307 982
"cpd10515" 26648 26527 26392 14808 28655 29997 31546 37143 46595 29545 38796 23309 20293 13068 15273 18012 20287 22844 19111 16886 14656 16035 17222 19332 24659 14710 26966 17296 15275 16458 15835 13263 20880 34368 18689 25111 12131 15871 24115 15799 32432 21275 64347 24446 29399 28294 24575 17521 28377 28779 28278 25199 17410 14108 19799 18712 25614 17846 18324 16378 18545 23149 13339 15392 12460 17156 23382 19233 19000 21395 15961 30136 21406 20901 14697 17729 18372 12110 12516 19840 19689 15277 15033 16944 18556 23093 24854 29052 17825 21960 24282 17484 17587 18668 27920 32854 19961 18633 28673 55406 39952 17802 24860 20361 30785 31846 29939 20038 22507 34111 26303 24370 27616 19436 34381 26431 25801 28161 33683 28492 42469 30598 30303 32241 27791 34459 30139 25270 39436 31834 24252 16885 15068 21637 20122 29129 18852 16654 25547 38016 22598 29600
"cpd10516" 26648 26527 26392 14808 28655 29997 31546 37143 46595 29545 38796 23309 20293 13068 15273 18012 20287 22844 19111 16886 14656 16035 17222 19332 24659 14710 26966 17296 15275 16458 15835 13263 20880 34368 18689 25111 12131 15871 24115 15799 32432 21275 64347 24446 29399 28294 24575 17521 28377 28779 28278 25199 17410 14108 19799 18712 25614 17846 18324 16378 18545 23149 13339 15392 12460 17156 23382 19233 19000 21395 15961 30136 21406 20901 14697 17729 18372 12110 12516 19840 19689 15277 15033 16944 18556 23093 24854 29052 17825 21960 24282 17484 17587 18668 27920 32854 19961 18633 28673 55406 39952 17802 24860 20361 30785 31846 29939 20038 22507 34111 26303 24370 27616 19436 34381 26431 25801 28161 33683 28492 42469 30598 30303 32241 27791 34459 30139 25270 39436 31834 24252 16885 15068 21637 20122 29129 18852 16654 25547 38016 22598 29600
"cpd22614" 2972 3830 3114 4541 4873 1541 1412 2659 1150 4519 3088 1827 782 4521 2672 979 962 7129 1413 1476 1492 1536 1353 1617 890 2526 3550 729 619 4340 1530 2335 2947 1824 2948 2769 1376 1983 3859 2707 3304 3368 5052 3592 2175 1513 1441 1611 3390 1728 5497 2177 2270 2946 1928 2254 1916 1268 1222 1117 1038 1964 864 1942 2819 1631 2818 2582 1189 2907 1853 4043 2280 2469 1970 2270 1508 1093 2031 1022 2799 4333 2563 2774 1261 1482 1981 3326 2112 653 2514 2264 2373 1304 14282 6382 2618 5108 2325 10950 2120 1255 2088 1515 5595 2937 5661 1875 1962 4402 2361 1862 3239 615 11572 1759 3493 2898 4844 13022 10963 5687 3877 3157 4297 4881 4411 6025 4338 5613 3510 6875 2710 4979 3143 2502 3553 2703 2038 3189 3346 2967
"cpd90003" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"cpd90021" 5507 1860 4851 1889 2344 4850 9287 8330 12080 3796 3798 6027 4681 1372 1110 4461 3481 3026 4513 3957 2893 1544 5594 5423 4811 940 2607 4972 3187 2107 2038 1176 2466 5180 24 126 189 172 107 47 5189 181 11400 5587 4696 8047 5227 5227 9037 4846 1086 6405 3275 745 960 2353 4974 2930 3303 1682 3113 4815 2338 1472 1874 1415 2931 3164 3416 2507 2917 2612 1370 5693 98 77 2491 101 87 107 11 15 102 215 5047 7194 2399 5030 2101 6337 6089 2390 3845 2954 467 5609 4322 1422 10484 748 9343 4724 2823 2654 6081 7971 2964 2067 5897 5057 4476 3428 2425 1955 1348 3636 4901 8129 7978 1778 2408 3640 2527 1820 811 3435 3369 606 8512 1965 6600 35 39 98 162 144 56 95 154 12257 2239 2885
